fact,explanation,reachability,fidelity,uncertainty,gen_time
"[2, 2, 25, 0, 30, 6, 8, 0, 14, 4, 30, 6, 0, 0, 6, 0, 30, 10, 4, 0, 14, 1, 30, 5, 9, 0, 14, 3, 30, 5, 1, 0, 6, 1, -15, 3, 1]","[2, 2, 1, 0, 30, 9, 6, 0, 15, 1, 30, 6, 0, 0, 6, 1, 30, 1, 14, 0, 15, 0, 30, 8, 7, 0, 15, 0, 30, 9, 0, 0, 9, 1, -15, 3, 1]",1.0,0.7918425813101833,1.0,121.61547470092773
"[2, 3, 24, 0, 30, 4, 2, 0, 6, 3, 30, 4, 0, 0, 4, 8, 30, 6, 0, 0, 6, 0, 30, 1, 5, 0, 6, 2, 30, 4, 0, 0, 4, 1, -15, 3, 1]","[2, 2, 1, 0, 30, 3, 9, 0, 12, 0, 30, 6, 0, 0, 6, 6, 30, 12, 0, 0, 12, 0, 30, 1, 11, 0, 12, 0, 30, 4, 2, 0, 6, 1, -15, 3, 1]",1.0,0.7255230282922474,1.0,122.12388467788696
"[2, 3, 18, 1, 30, 8, 0, 0, 8, 2, 30, 4, 0, 0, 4, 0, 30, 0, 8, 0, 8, 0, 30, 5, 3, 0, 8, 2, 30, 5, 0, 0, 5, 1, -15, 3, 1]","[2, 2, 1, 0, 30, 7, 9, 0, 16, 1, 30, 10, 0, 0, 10, 1, 30, 2, 14, 0, 16, 0, 30, 2, 14, 0, 16, 0, 30, 5, 3, 0, 8, 1, -15, 3, 1]",1.0,0.8181687352959806,1.0,119.15687680244446
"[2, 3, 40, 0, 30, 2, 7, 0, 9, 4, 30, 2, 0, 0, 2, 0, 30, 3, 6, 0, 9, 0, 30, 4, 5, 0, 9, 5, 30, 3, 0, 0, 3, 1, -15, 3, 1]","[2, 2, 1, 0, 30, 1, 10, 0, 11, 0, 30, 6, 0, 0, 6, 1, 30, 4, 7, 0, 11, 1, 30, 2, 9, 0, 11, 0, 30, 4, 3, 0, 7, 1, -15, 3, 1]",1.0,0.8138187596628254,1.0,120.8565194606781
"[2, 0, 14, 0, 30, 4, 5, 0, 9, 1, 30, 6, 0, 0, 6, 0, 30, 2, 7, 0, 9, 4, 30, 9, 0, 0, 9, 2, 30, 4, 0, 0, 4, 1, -15, 3, 1]","[2, 2, 1, 0, 30, 7, 12, 0, 19, 1, 30, 6, 0, 0, 6, 1, 30, 8, 11, 0, 19, 0, 30, 6, 13, 0, 19, 0, 30, 7, 1, 0, 8, 1, -15, 3, 1]",1.0,0.7982929439470916,1.0,123.03529381752014
"[2, 0, 27, 1, 30, 5, 10, 0, 15, 2, 30, 1, 1, 0, 2, 0, 30, 3, 12, 0, 15, 2, 30, 6, 9, 0, 15, 5, 30, 6, 0, 0, 6, 1, -15, 3, 1]","[2, 2, 1, 0, 30, 10, 11, 0, 21, 1, 30, 8, 0, 0, 8, 1, 30, 9, 12, 0, 21, 0, 30, 9, 12, 0, 21, 0, 30, 9, 1, 0, 10, 1, -15, 3, 1]",1.0,0.6552884194684807,1.0,125.9028856754303
"[2, 1, 11, 0, 30, 5, 7, 0, 12, 2, 30, 4, 0, 0, 4, 0, 30, 5, 7, 0, 12, 3, 30, 4, 8, 0, 12, 5, 30, 4, 0, 0, 4, 1, -15, 3, 1]","[2, 2, 1, 0, 30, 6, 10, 0, 16, 1, 30, 5, 1, 0, 6, 1, 30, 6, 10, 0, 16, 1, 30, 3, 13, 0, 16, 0, 30, 9, 0, 0, 9, 1, -15, 3, 1]",1.0,0.816499896682731,1.0,126.56413769721985
"[2, 1, 18, 0, 30, 8, 0, 0, 8, 2, 30, 4, 0, 0, 4, 0, 30, 0, 8, 0, 8, 0, 30, 7, 1, 0, 8, 0, 30, 4, 1, 0, 5, 1, -15, 3, 1]","[2, 2, 1, 0, 30, 8, 6, 0, 14, 1, 30, 6, 0, 0, 6, 1, 30, 8, 6, 0, 14, 6, 30, 13, 1, 0, 14, 3, 30, 8, 0, 0, 8, 1, -15, 3, 1]",1.0,0.46652836322293345,1.0,123.80688691139221
"[2, 0, 20, 0, 30, 4, 4, 0, 8, 1, 30, 7, 1, 0, 8, 0, 30, 2, 6, 0, 8, 3, 30, 8, 0, 0, 8, 3, 30, 5, 0, 0, 5, 1, -15, 3, 1]","[2, 2, 1, 0, 30, 10, 5, 0, 15, 1, 30, 6, 0, 0, 6, 1, 30, 0, 15, 0, 15, 0, 30, 8, 7, 0, 15, 0, 30, 8, 1, 0, 9, 1, -15, 3, 1]",1.0,0.8269362867329008,1.0,122.60795426368713
"[2, 4, 24, 0, 30, 6, 0, 0, 6, 2, 30, 4, 0, 0, 4, 4, 30, 5, 1, 0, 6, 0, 30, 1, 5, 0, 6, 2, 30, 4, 0, 0, 4, 1, -15, 3, 1]","[2, 2, 1, 0, 30, 5, 15, 0, 20, 0, 30, 7, 3, 0, 10, 1, 30, 6, 14, 0, 20, 3, 30, 11, 9, 0, 20, 0, 30, 13, 0, 0, 13, 1, -15, 3, 1]",1.0,0.7924831543652495,1.0,121.11484384536743
