fact id,fact,explanation,sparsity,fidelity,uncertainty,exceptionality,gen_time
19,"[2, 3, 25, 2, 30, 5, 9, 0, 14, 5, 30, 6, 0, 0, 6, 0, 30, 7, 7, 0, 14, 1, 30, 5, 9, 0, 14, 5, 30, 5, 1, 0, 6, 1, -15, 3, 1]","[2, 2, 1, 0, 30, 10, 11, 0, 21, 0, 30, 8, 0, 0, 8, 6, 30, 7, 14, 0, 21, 0, 30, 8, 13, 0, 21, 0, 30, 6, 4, 0, 10, 1, -15, 3, 1]",1.0,0.9658132988103983,0.1,1.0,124.93308162689209
21,"[2, 2, 25, 1, 30, 7, 7, 0, 14, 5, 30, 6, 0, 0, 6, 0, 30, 7, 7, 0, 14, 1, 30, 5, 9, 0, 14, 5, 30, 5, 1, 0, 6, 1, -15, 3, 1]","[2, 2, 1, 0, 30, 9, 12, 0, 21, 1, 30, 8, 0, 0, 8, 1, 30, 7, 14, 0, 21, 5, 30, 8, 13, 0, 21, 0, 30, 8, 2, 0, 10, 1, -15, 3, 1]",1.0,0.9415561972574812,0.2,1.0,125.59027695655823
21,"[2, 2, 25, 1, 30, 7, 7, 0, 14, 5, 30, 6, 0, 0, 6, 0, 30, 7, 7, 0, 14, 1, 30, 5, 9, 0, 14, 5, 30, 5, 1, 0, 6, 1, -15, 3, 1]","[2, 2, 1, 0, 30, 9, 12, 0, 21, 0, 30, 8, 0, 0, 8, 1, 30, 7, 14, 0, 21, 3, 30, 7, 14, 0, 21, 2, 30, 9, 1, 0, 10, 1, -15, 3, 1]",1.0,0.9117597694197433,0.7,1.0,125.59027695655823
21,"[2, 2, 25, 1, 30, 7, 7, 0, 14, 5, 30, 6, 0, 0, 6, 0, 30, 7, 7, 0, 14, 1, 30, 5, 9, 0, 14, 5, 30, 5, 1, 0, 6, 1, -15, 3, 1]","[2, 2, 1, 0, 30, 9, 12, 0, 21, 0, 30, 8, 0, 0, 8, 2, 30, 7, 14, 0, 21, 0, 30, 10, 11, 0, 21, 2, 30, 9, 1, 0, 10, 1, -15, 3, 1]",1.0,0.929034619099436,0.3,1.0,125.59027695655823
21,"[2, 2, 25, 1, 30, 7, 7, 0, 14, 5, 30, 6, 0, 0, 6, 0, 30, 7, 7, 0, 14, 1, 30, 5, 9, 0, 14, 5, 30, 5, 1, 0, 6, 1, -15, 3, 1]","[2, 2, 1, 0, 30, 9, 12, 0, 21, 0, 30, 8, 0, 0, 8, 1, 30, 7, 14, 0, 21, 0, 30, 10, 11, 0, 21, 2, 30, 9, 1, 0, 10, 1, -15, 3, 1]",1.0,0.9513480183333654,0.1,1.0,125.59027695655823
22,"[2, 2, 29, 0, 30, 8, 6, 0, 14, 6, 30, 11, 1, 0, 12, 0, 30, 3, 11, 0, 14, 0, 30, 0, 14, 0, 14, 2, 30, 9, 0, 0, 9, 1, -15, 3, 1]","[2, 2, 1, 0, 30, 9, 12, 0, 21, 0, 30, 13, 1, 0, 14, 1, 30, 3, 18, 0, 21, 3, 30, 2, 19, 0, 21, 0, 30, 12, 1, 0, 13, 1, -15, 3, 1]",1.0,0.9384999363435668,0.1,1.0,122.50655674934387
22,"[2, 2, 29, 0, 30, 8, 6, 0, 14, 6, 30, 11, 1, 0, 12, 0, 30, 3, 11, 0, 14, 0, 30, 0, 14, 0, 14, 2, 30, 9, 0, 0, 9, 1, -15, 3, 1]","[2, 2, 1, 0, 30, 9, 12, 0, 21, 0, 30, 13, 1, 0, 14, 1, 30, 4, 17, 0, 21, 4, 30, 1, 20, 0, 21, 0, 30, 12, 1, 0, 13, 1, -15, 3, 1]",1.0,0.936175057355782,0.3,1.0,122.50655674934387
22,"[2, 2, 29, 0, 30, 8, 6, 0, 14, 6, 30, 11, 1, 0, 12, 0, 30, 3, 11, 0, 14, 0, 30, 0, 14, 0, 14, 2, 30, 9, 0, 0, 9, 1, -15, 3, 1]","[2, 2, 1, 0, 30, 9, 12, 0, 21, 0, 30, 13, 1, 0, 14, 1, 30, 4, 17, 0, 21, 4, 30, 1, 20, 0, 21, 0, 30, 12, 1, 0, 13, 1, -15, 3, 1]",1.0,0.9366368136521234,0.2,1.0,122.50655674934387
23,"[2, 3, 10, 0, 30, 3, 6, 0, 9, 4, 30, 3, 1, 0, 4, 0, 30, 3, 6, 0, 9, 0, 30, 2, 7, 0, 9, 3, 30, 5, 0, 0, 5, 1, -15, 3, 1]","[2, 2, 1, 0, 30, 4, 12, 0, 16, 0, 30, 5, 1, 0, 6, 1, 30, 4, 12, 0, 16, 0, 30, 3, 13, 0, 16, 0, 30, 8, 1, 0, 9, 1, -15, 3, 1]",1.0,0.9359478886074282,0.1,1.0,123.97566485404968
23,"[2, 3, 10, 0, 30, 3, 6, 0, 9, 4, 30, 3, 1, 0, 4, 0, 30, 3, 6, 0, 9, 0, 30, 2, 7, 0, 9, 3, 30, 5, 0, 0, 5, 1, -15, 3, 1]","[2, 2, 1, 0, 30, 4, 12, 0, 16, 0, 30, 5, 1, 0, 6, 1, 30, 4, 12, 0, 16, 0, 30, 3, 13, 0, 16, 0, 30, 9, 0, 0, 9, 1, -15, 3, 1]",1.0,0.9356772728874219,0.2,1.0,123.97566485404968
23,"[2, 3, 10, 0, 30, 3, 6, 0, 9, 4, 30, 3, 1, 0, 4, 0, 30, 3, 6, 0, 9, 0, 30, 2, 7, 0, 9, 3, 30, 5, 0, 0, 5, 1, -15, 3, 1]","[2, 2, 1, 0, 30, 4, 12, 0, 16, 1, 30, 5, 1, 0, 6, 1, 30, 4, 12, 0, 16, 0, 30, 4, 12, 0, 16, 0, 30, 9, 0, 0, 9, 1, -15, 3, 1]",1.0,0.9326673757344743,1.0,1.0,123.97566485404968
