fact id,fact,explanation,recourse,uncertainty,fidelity,sparsity,exceptionality,validity,gen_time,found
45,"[2, 1, 23, 0, 30, 2, 3, 0, 5, 2, 30, 4, 0, 0, 4, 9, 30, 4, 1, 0, 5, 0, 30, 0, 5, 0, 5, 1, 30, 2, 0, 0, 2, 1, -15, 3, 1]","[2, 3, 20, 4, 30, 1, 6, 0, 9, 12, 30, 9, 3, 0, 4, 4, 30, 2, 8, 0, 12, 11, 30, 3, 0, 0, 6, 2, 30, 4, 1, 0, 0, 1, -27, 3, 0]",,1,1,1,1,1,903.2514791488647,0
46,"[2, 3, 23, 0, 30, 2, 3, 0, 5, 2, 30, 4, 0, 0, 4, 3, 30, 3, 2, 0, 5, 0, 30, 0, 5, 0, 5, 1, 30, 2, 0, 0, 2, 1, -15, 3, 1]","[0, 0, 1, 3, 30, 1, 14, 0, 5, 14, 30, 6, 1, 0, 4, 6, 30, 10, 5, 0, 12, 4, 30, 4, 9, 0, 4, 6, 30, 5, 2, 0, 0, 0, -27, 3, 1]",,1,1,1,1,1,899.404825925827,0
46,"[2, 3, 23, 0, 30, 2, 3, 0, 5, 2, 30, 4, 0, 0, 4, 3, 30, 3, 2, 0, 5, 0, 30, 0, 5, 0, 5, 1, 30, 2, 0, 0, 2, 1, -15, 3, 1]","[0, 4, 31, 7, 30, 10, 10, 0, 15, 19, 30, 9, 3, 0, 8, 7, 30, 13, 9, 0, 6, 7, 30, 2, 4, 0, 12, 3, 30, 1, 0, 0, 3, 1, -15, 3, 1]",,1,1,1,1,1,899.404825925827,0
46,"[2, 3, 23, 0, 30, 2, 3, 0, 5, 2, 30, 4, 0, 0, 4, 3, 30, 3, 2, 0, 5, 0, 30, 0, 5, 0, 5, 1, 30, 2, 0, 0, 2, 1, -15, 3, 1]","[0, 3, 47, 1, 30, 5, 11, 0, 2, 7, 30, 12, 0, 0, 6, 9, 30, 12, 1, 0, 14, 13, 30, 9, 8, 0, 15, 5, 30, 3, 1, 0, 1, 1, -27, 3, 1]",,1,1,1,1,1,899.404825925827,0
46,"[2, 3, 23, 0, 30, 2, 3, 0, 5, 2, 30, 4, 0, 0, 4, 3, 30, 3, 2, 0, 5, 0, 30, 0, 5, 0, 5, 1, 30, 2, 0, 0, 2, 1, -15, 3, 1]","[2, 2, 44, 4, 30, 2, 7, 0, 6, 18, 30, 4, 5, 0, 0, 8, 30, 11, 6, 0, 9, 4, 30, 5, 11, 0, 6, 10, 30, 2, 5, 0, 6, 1, -15, 3, 0]",,1,1,1,1,1,899.404825925827,0
46,"[2, 3, 23, 0, 30, 2, 3, 0, 5, 2, 30, 4, 0, 0, 4, 3, 30, 3, 2, 0, 5, 0, 30, 0, 5, 0, 5, 1, 30, 2, 0, 0, 2, 1, -15, 3, 1]","[2, 1, 40, 0, 30, 7, 4, 0, 12, 3, 30, 7, 4, 0, 10, 0, 30, 0, 1, 0, 2, 1, 30, 10, 0, 0, 5, 0, 30, 8, 3, 0, 2, 0, -27, 3, 0]",,1,1,1,1,1,899.404825925827,0
47,"[2, 4, 24, 0, 30, 4, 2, 0, 6, 2, 30, 4, 0, 0, 4, 5, 30, 6, 0, 0, 6, 0, 30, 1, 5, 0, 6, 1, 30, 4, 0, 0, 4, 1, -15, 3, 1]","[0, -1, 46, 6, 30, 10, 6, 0, 10, 19, 30, 3, 5, 0, 4, 6, 30, 0, 3, 0, 14, 5, 30, 11, 4, 0, 14, 0, 30, 3, 3, 0, 2, 1, -15, 3, 1]",,1,1,1,1,1,898.9649021625519,0
47,"[2, 4, 24, 0, 30, 4, 2, 0, 6, 2, 30, 4, 0, 0, 4, 5, 30, 6, 0, 0, 6, 0, 30, 1, 5, 0, 6, 1, 30, 4, 0, 0, 4, 1, -15, 3, 1]","[0, 3, 23, 4, 30, 1, 7, 0, 9, 10, 30, 9, 1, 0, 8, 2, 30, 6, 13, 0, 7, 12, 30, 9, 12, 0, 13, 12, 30, 4, 5, 0, 9, 0, -15, 3, 0]",,1,1,1,1,1,898.9649021625519,0
47,"[2, 4, 24, 0, 30, 4, 2, 0, 6, 2, 30, 4, 0, 0, 4, 5, 30, 6, 0, 0, 6, 0, 30, 1, 5, 0, 6, 1, 30, 4, 0, 0, 4, 1, -15, 3, 1]","[2, 0, 38, 1, 30, 11, 5, 0, 11, 12, 30, 2, 3, 0, 12, 1, 30, 1, 0, 0, 8, 0, 30, 0, 13, 0, 6, 15, 30, 2, 2, 0, 9, 1, -27, 3, 0]",,1,1,1,1,1,898.9649021625519,0
47,"[2, 4, 24, 0, 30, 4, 2, 0, 6, 2, 30, 4, 0, 0, 4, 5, 30, 6, 0, 0, 6, 0, 30, 1, 5, 0, 6, 1, 30, 4, 0, 0, 4, 1, -15, 3, 1]","[0, 2, 26, 6, 30, 5, 3, 0, 3, 8, 30, 6, 4, 0, 0, 5, 30, 12, 10, 0, 14, 13, 30, 3, 8, 0, 5, 8, 30, 3, 0, 0, 3, 0, -27, 3, 0]",,1,1,1,1,1,898.9649021625519,0
47,"[2, 4, 24, 0, 30, 4, 2, 0, 6, 2, 30, 4, 0, 0, 4, 5, 30, 6, 0, 0, 6, 0, 30, 1, 5, 0, 6, 1, 30, 4, 0, 0, 4, 1, -15, 3, 1]","[2, 3, 20, 3, 30, 2, 2, 0, 14, 11, 30, 7, 0, 0, 6, 8, 30, 11, 4, 0, 8, 3, 30, 2, 11, 0, 4, 7, 30, 1, 4, 0, 7, 1, -15, 3, 1]",,1,1,1,1,1,898.9649021625519,0
48,"[2, 4, 14, 0, 30, 6, 3, 0, 9, 1, 30, 6, 0, 0, 6, 1, 30, 5, 4, 0, 9, 4, 30, 9, 0, 0, 9, 2, 30, 4, 0, 0, 4, 1, -15, 3, 1]","[2, 0, 5, 0, 30, 1, 11, 0, 5, 15, 30, 12, 5, 0, 6, 6, 30, 9, 7, 0, 9, 6, 30, 4, 5, 0, 5, 6, 30, 8, 2, 0, 9, 0, -15, 3, 0]",,1,1,1,1,1,900.0477168560028,0
48,"[2, 4, 14, 0, 30, 6, 3, 0, 9, 1, 30, 6, 0, 0, 6, 1, 30, 5, 4, 0, 9, 4, 30, 9, 0, 0, 9, 2, 30, 4, 0, 0, 4, 1, -15, 3, 1]","[0, -1, 10, 5, 30, 2, 0, 0, 8, 2, 30, 6, 2, 0, 0, 5, 30, 10, 13, 0, 13, 3, 30, 1, 3, 0, 12, 4, 30, 1, 1, 0, 9, 1, -27, 3, 1]",,1,1,1,1,1,900.0477168560028,0
48,"[2, 4, 14, 0, 30, 6, 3, 0, 9, 1, 30, 6, 0, 0, 6, 1, 30, 5, 4, 0, 9, 4, 30, 9, 0, 0, 9, 2, 30, 4, 0, 0, 4, 1, -15, 3, 1]","[0, 2, 24, 4, 30, 9, 1, 0, 9, 4, 30, 11, 1, 0, 4, 2, 30, 3, 13, 0, 10, 13, 30, 5, 2, 0, 7, 12, 30, 6, 3, 0, 6, 1, -15, 3, 1]",,1,1,1,1,1,900.0477168560028,0
