fact,explanation,reachability,fidelity,uncertainty,gen_time
"[2, 2, 31, 0, 30, 0, 4, 0, 4, 2, 30, 4, 0, 0, 4, 3, 30, 2, 2, 0, 4, 0, 30, 1, 3, 0, 4, 0, 30, 0, 3, 0, 3, 1, -15, 3, 1]","[2, 2, 1, 0, 30, 1, 10, 0, 11, 1, 30, 6, 0, 0, 6, 1, 30, 5, 6, 0, 11, 0, 30, 3, 8, 0, 11, 0, 30, 2, 5, 0, 7, 1, -15, 3, 1]",1.0,0.7072954664238362,1.0,126.02025938034058
"[2, 3, 11, 2, 30, 4, 8, 0, 12, 0, 30, 4, 0, 0, 4, 0, 30, 7, 5, 0, 12, 3, 30, 5, 7, 0, 12, 3, 30, 4, 0, 0, 4, 1, -15, 3, 1]","[2, 2, 1, 0, 30, 7, 12, 0, 19, 0, 30, 6, 0, 0, 6, 1, 30, 8, 11, 0, 19, 0, 30, 9, 10, 0, 19, 0, 30, 8, 0, 0, 8, 1, -15, 3, 1]",1.0,0.8972427627074645,1.0,120.05208826065063
"[2, 2, 5, 1, 30, 4, 8, 0, 12, 2, 30, 7, 3, 0, 10, 1, 30, 5, 7, 0, 12, 0, 30, 8, 4, 0, 12, 1, 30, 3, 3, 0, 6, 0, -27, 3, 0]","[2, 2, 1, 0, 30, 6, 13, 0, 19, 1, 30, 9, 3, 0, 12, 1, 30, 6, 13, 0, 19, 0, 30, 9, 10, 0, 19, 0, 30, 6, 4, 0, 10, 0, -27, 3, 0]",1.0,0.850415088200411,1.0,121.98403859138489
"[2, 3, 23, 0, 30, 2, 3, 0, 5, 1, 30, 4, 0, 0, 4, 1, 30, 5, 0, 0, 5, 0, 30, 0, 5, 0, 5, 1, 30, 1, 1, 0, 2, 1, -15, 3, 1]","[2, 2, 1, 0, 30, 4, 8, 0, 12, 0, 30, 6, 0, 0, 6, 1, 30, 6, 6, 0, 12, 1, 30, 1, 11, 0, 12, 0, 30, 4, 2, 0, 6, 1, -15, 3, 1]",1.0,0.8434198566931023,1.0,121.42283916473389
"[2, 2, 25, 1, 30, 7, 7, 0, 14, 4, 30, 6, 0, 0, 6, 0, 30, 8, 6, 0, 14, 1, 30, 5, 9, 0, 14, 4, 30, 5, 1, 0, 6, 1, -15, 3, 1]","[2, 2, 1, 0, 30, 9, 12, 0, 21, 1, 30, 8, 0, 0, 8, 1, 30, 13, 8, 0, 21, 0, 30, 7, 14, 0, 21, 1, 30, 9, 1, 0, 10, 1, -15, 3, 1]",1.0,0.6958276201592358,1.0,127.3149106502533
"[2, 2, 40, 0, 30, 2, 7, 0, 9, 6, 30, 2, 0, 0, 2, 2, 30, 1, 8, 0, 9, 0, 30, 6, 3, 0, 9, 3, 30, 3, 0, 0, 3, 1, -15, 3, 1]","[2, 2, 1, 0, 30, 3, 13, 0, 16, 1, 30, 4, 0, 0, 4, 1, 30, 7, 9, 0, 16, 3, 30, 8, 8, 0, 16, 2, 30, 7, 0, 0, 7, 1, -15, 3, 1]",1.0,0.7787093402234457,1.0,132.30561685562134
"[2, 2, 25, 1, 30, 7, 7, 0, 14, 5, 30, 6, 0, 0, 6, 0, 30, 5, 9, 0, 14, 1, 30, 5, 9, 0, 14, 4, 30, 6, 0, 0, 6, 1, -15, 3, 1]","[2, 2, 1, 0, 30, 9, 12, 0, 21, 2, 30, 8, 0, 0, 8, 3, 30, 7, 14, 0, 21, 0, 30, 7, 14, 0, 21, 1, 30, 10, 0, 0, 10, 1, -15, 3, 1]",1.0,0.7368623403453682,1.0,149.7548463344574
"[2, 4, 23, 0, 30, 2, 3, 0, 5, 2, 30, 4, 0, 0, 4, 3, 30, 3, 2, 0, 5, 0, 30, 0, 5, 0, 5, 1, 30, 2, 0, 0, 2, 1, -15, 3, 1]","[2, 2, 1, 0, 30, 3, 9, 0, 12, 0, 30, 6, 0, 0, 6, 1, 30, 6, 6, 0, 12, 0, 30, 2, 10, 0, 12, 0, 30, 5, 1, 0, 6, 1, -15, 3, 1]",1.0,0.7945143330387263,1.0,148.6150300502777
"[2, 3, 26, 0, 30, 8, 1, 0, 9, 5, 30, 4, 0, 0, 4, 2, 30, 0, 9, 0, 9, 0, 30, 4, 5, 0, 9, 7, 30, 3, 0, 0, 3, 1, -15, 3, 1]","[2, 2, 1, 0, 30, 9, 7, 0, 16, 2, 30, 6, 0, 0, 6, 1, 30, 4, 12, 0, 16, 0, 30, 5, 11, 0, 16, 5, 30, 7, 0, 0, 7, 1, -15, 3, 1]",1.0,0.8840640263717048,1.0,132.26876044273376
"[2, 0, 16, 0, 30, 6, 3, 0, 9, 4, 30, 8, 0, 0, 8, 0, 30, 2, 7, 0, 9, 0, 30, 1, 8, 0, 9, 0, 30, 4, 0, 0, 4, 1, -15, 3, 1]","[2, 2, 1, 0, 30, 5, 15, 0, 20, 0, 30, 8, 0, 0, 8, 1, 30, 4, 16, 0, 20, 0, 30, 6, 14, 0, 20, 0, 30, 8, 5, 0, 13, 1, -15, 3, 1]",1.0,0.8850560904520719,1.0,132.92553448677063
