fact,explanation,gen_time
"[2, 0, 29, 0, 30, 8, 6, 0, 14, 8, 30, 8, 4, 0, 12, 0, 30, 2, 12, 0, 14, 1, 30, 9, 5, 0, 14, 0, 30, 4, 5, 0, 9, 1, -15, 3, 1, 899]","[2, 2, 1, 1, 30, 1, 4, 0, 5, 0, 30, 4, 4, 0, 8, 0, 30, 1, 4, 0, 5, 0, 30, 0, 5, 0, 5, 0, 30, 2, 2, 0, 4, -15, 3, 1, 879, 39]",604.9401798248291
"[2, 4, 11, 0, 30, 2, 2, 0, 4, 0, 30, 0, 0, 0, 0, 0, 30, 0, 4, 0, 4, 6, 30, 4, 0, 0, 4, 2, 30, 1, 0, 0, 1, 1, -15, 3, 1, 339]","[2, 2, 1, 0, 30, 2, 2, 0, 4, 0, 30, 0, 0, 0, 0, 0, 30, 0, 4, 0, 4, 6, 30, 4, 0, 0, 4, 0, 30, 1, 0, 0, 1, -15, 3, 1, 339, 39]",520.0100636482239
"[2, 3, 39, 0, 30, 4, 7, 0, 11, 4, 30, 6, 0, 0, 6, 0, 30, 4, 7, 0, 11, 0, 30, 2, 9, 0, 11, 15, 30, 5, 0, 0, 5, 1, -15, 3, 1, 1199]","[2, 2, 1, 0, 30, 4, 7, 0, 11, 4, 30, 6, 0, 0, 6, 0, 30, 4, 7, 0, 11, 0, 30, 2, 9, 0, 11, 15, 30, 5, 0, 0, 5, -15, 3, 1, 1199, 39]",509.2142913341522
"[2, 0, 32, 0, 30, 8, 1, 0, 9, 9, 30, 2, 0, 0, 2, 0, 30, 6, 3, 0, 9, 0, 30, 9, 0, 0, 9, 0, 30, 2, 0, 0, 2, 1, -15, 3, 1, 979]","[2, 2, 1, 1, 30, 8, 4, 0, 12, 0, 30, 6, 2, 0, 8, 3, 30, 4, 8, 0, 12, 2, 30, 12, 0, 0, 12, 0, 30, 1, 5, 0, 6, -15, 3, 1, 959, 39]",511.5009243488312
"[2, 3, 39, 0, 30, 2, 9, 0, 11, 0, 30, 6, 0, 0, 6, 0, 30, 4, 7, 0, 11, 0, 30, 1, 10, 0, 11, 13, 30, 5, 0, 0, 5, 1, -15, 3, 1, 1199]","[2, 2, 1, 0, 30, 2, 9, 0, 11, 0, 30, 6, 0, 0, 6, 0, 30, 4, 7, 0, 11, 0, 30, 1, 10, 0, 11, 13, 30, 5, 0, 0, 5, -15, 3, 1, 1199, 39]",533.6009240150452
"[2, 4, 25, 6, 30, 4, 0, 0, 4, 0, 30, 2, 0, 0, 2, 0, 30, 1, 3, 0, 4, 1, 30, 4, 0, 0, 4, 0, 30, 0, 1, 0, 1, 1, -15, 3, 1, 759]","[2, 2, 1, 4, 30, 4, 0, 0, 4, 0, 30, 2, 0, 0, 2, 0, 30, 1, 3, 0, 4, 1, 30, 4, 0, 0, 4, 0, 30, 0, 1, 0, 1, -15, 3, 1, 759, 39]",674.9307391643524
"[2, 2, 33, 2, 30, 3, 0, 0, 3, 2, 30, 2, 0, 0, 2, 0, 30, 0, 3, 0, 3, 4, 30, 2, 1, 0, 3, 0, 30, 1, 1, 0, 2, 1, -15, 3, 1, 999]","[2, 2, 1, 2, 30, 3, 0, 0, 3, 2, 30, 2, 0, 0, 2, 0, 30, 0, 3, 0, 3, 4, 30, 2, 1, 0, 3, 0, 30, 1, 1, 0, 2, -15, 3, 1, 999, 39]",685.6490249633789
"[2, 4, 13, 6, 30, 3, 0, 0, 3, 0, 30, 2, 0, 0, 2, 0, 30, 2, 1, 0, 3, 3, 30, 3, 0, 0, 3, 0, 30, 2, 0, 0, 2, 1, -15, 3, 1, 399]","[2, 2, 1, 6, 30, 3, 0, 0, 3, 0, 30, 2, 0, 0, 2, 0, 30, 2, 1, 0, 3, 1, 30, 3, 0, 0, 3, 0, 30, 2, 0, 0, 2, -15, 3, 1, 399, 39]",664.4308092594147
"[2, 4, 35, 4, 30, 13, 0, 0, 13, 7, 30, 2, 0, 0, 2, 1, 30, 2, 11, 0, 13, 0, 30, 3, 10, 0, 13, 5, 30, 5, 3, 0, 8, 1, -15, 3, 1, 1079]","[2, 2, 1, 4, 30, 13, 0, 0, 13, 7, 30, 2, 0, 0, 2, 1, 30, 2, 11, 0, 13, 0, 30, 3, 10, 0, 13, 5, 30, 5, 3, 0, 8, -15, 3, 1, 1079, 39]",650.3434364795685
"[2, 3, 25, 3, 30, 14, 0, 0, 14, 0, 30, 5, 1, 0, 6, 0, 30, 3, 11, 0, 14, 3, 30, 14, 0, 0, 14, 0, 30, 3, 3, 0, 6, 1, -15, 3, 1, 779]","[2, 2, 1, 3, 30, 14, 0, 0, 14, 0, 30, 5, 1, 0, 6, 0, 30, 3, 11, 0, 14, 3, 30, 14, 0, 0, 14, 0, 30, 3, 3, 0, 6, -15, 3, 1, 779, 39]",683.1510570049286
"[2, 2, 33, 4, 30, 3, 0, 0, 3, 0, 30, 2, 0, 0, 2, 0, 30, 0, 3, 0, 3, 5, 30, 3, 0, 0, 3, 0, 30, 1, 1, 0, 2, 1, -15, 3, 1, 999]","[2, 2, 1, 4, 30, 3, 0, 0, 3, 0, 30, 2, 0, 0, 2, 0, 30, 0, 3, 0, 3, 5, 30, 3, 0, 0, 3, 0, 30, 1, 1, 0, 2, -15, 3, 1, 999, 39]",661.1358563899994
"[2, 1, 31, 1, 30, 8, 4, 0, 12, 1, 30, 4, 4, 0, 8, 3, 30, 4, 8, 0, 12, 1, 30, 12, 0, 0, 12, 0, 30, 1, 5, 0, 6, 1, -15, 3, 1, 959]","[2, 2, 1, 1, 30, 8, 4, 0, 12, 1, 30, 4, 4, 0, 8, 3, 30, 4, 8, 0, 12, 1, 30, 12, 0, 0, 12, 0, 30, 1, 5, 0, 6, -15, 3, 1, 959, 39]",527.5352931022644
"[2, 4, 12, 3, 30, 7, 0, 0, 7, 0, 30, 3, 3, 0, 6, 0, 30, 1, 6, 0, 7, 4, 30, 5, 2, 0, 7, 1, 30, 1, 2, 0, 3, 1, -15, 3, 1, 379]","[2, 2, 1, 3, 30, 7, 0, 0, 7, 0, 30, 3, 3, 0, 6, 0, 30, 1, 6, 0, 7, 2, 30, 5, 2, 0, 7, 1, 30, 1, 2, 0, 3, -15, 3, 1, 379, 39]",511.50742650032043
"[2, 4, 33, 2, 30, 3, 0, 0, 3, 0, 30, 2, 0, 0, 2, 0, 30, 0, 3, 0, 3, 9, 30, 3, 0, 0, 3, 0, 30, 2, 0, 0, 2, 1, -15, 3, 1, 999]","[2, 2, 1, 2, 30, 3, 0, 0, 3, 0, 30, 2, 0, 0, 2, 0, 30, 0, 3, 0, 3, 9, 30, 3, 0, 0, 3, 0, 30, 2, 0, 0, 2, -15, 3, 1, 999, 39]",590.2224154472351
"[2, 2, 25, 5, 30, 14, 0, 0, 14, 2, 30, 5, 1, 0, 6, 0, 30, 3, 11, 0, 14, 1, 30, 13, 1, 0, 14, 0, 30, 3, 3, 0, 6, 1, -15, 3, 1, 779]","[2, 2, 1, 5, 30, 14, 0, 0, 14, 2, 30, 5, 1, 0, 6, 0, 30, 3, 11, 0, 14, 1, 30, 13, 1, 0, 14, 0, 30, 3, 3, 0, 6, -15, 3, 1, 779, 39]",654.6632127761841
"[2, 1, 39, 0, 30, 3, 8, 0, 11, 4, 30, 5, 1, 0, 6, 0, 30, 4, 7, 0, 11, 0, 30, 2, 9, 0, 11, 14, 30, 5, 0, 0, 5, 1, -15, 3, 1, 1199]","[2, 2, 1, 0, 30, 3, 8, 0, 11, 4, 30, 5, 1, 0, 6, 0, 30, 4, 7, 0, 11, 0, 30, 2, 9, 0, 11, 14, 30, 5, 0, 0, 5, -15, 3, 1, 1199, 39]",645.3711154460907
"[2, 1, 24, 0, 30, 5, 1, 0, 6, 2, 30, 3, 1, 0, 4, 0, 30, 1, 5, 0, 6, 9, 30, 6, 0, 0, 6, 0, 30, 1, 3, 0, 4, 1, -15, 3, 1, 739]","[2, 2, 1, 0, 30, 5, 1, 0, 6, 2, 30, 3, 1, 0, 4, 0, 30, 1, 5, 0, 6, 9, 30, 6, 0, 0, 6, 0, 30, 1, 3, 0, 4, -15, 3, 1, 739, 39]",674.5302264690399
"[2, 0, 27, 2, 30, 14, 1, 0, 15, 4, 30, 1, 1, 0, 2, 0, 30, 1, 14, 0, 15, 0, 30, 9, 6, 0, 15, 0, 30, 1, 5, 0, 6, 1, -15, 3, 1, 839]","[2, 2, 1, 2, 30, 5, 0, 0, 5, 0, 30, 0, 0, 0, 0, 0, 30, 1, 4, 0, 5, 0, 30, 5, 0, 0, 5, 0, 30, 1, 3, 0, 4, -15, 3, 1, 819, 39]",732.6867833137512
"[2, 4, 13, 3, 30, 3, 0, 0, 3, 0, 30, 2, 0, 0, 2, 0, 30, 2, 1, 0, 3, 1, 30, 2, 1, 0, 3, 1, 30, 2, 0, 0, 2, 1, -15, 3, 1, 399]","[2, 2, 1, 1, 30, 3, 0, 0, 3, 0, 30, 2, 0, 0, 2, 0, 30, 2, 1, 0, 3, 1, 30, 2, 1, 0, 3, 1, 30, 2, 0, 0, 2, -15, 3, 1, 399, 39]",705.876718044281
"[2, 2, 29, 0, 30, 7, 7, 0, 14, 8, 30, 7, 5, 0, 12, 0, 30, 2, 12, 0, 14, 0, 30, 9, 5, 0, 14, 0, 30, 4, 5, 0, 9, 1, -15, 3, 1, 899]","[2, 2, 1, 0, 30, 7, 7, 0, 14, 8, 30, 7, 5, 0, 12, 0, 30, 2, 12, 0, 14, 0, 30, 9, 5, 0, 14, 0, 30, 4, 5, 0, 9, -15, 3, 1, 899, 39]",686.3417360782623
"[2, 2, 19, 1, 30, 10, 3, 0, 13, 0, 30, 3, 5, 0, 8, 0, 30, 4, 9, 0, 13, 1, 30, 8, 5, 0, 13, 0, 30, 6, 3, 0, 9, 1, -15, 3, 1, 599]","[2, 2, 1, 1, 30, 10, 3, 0, 13, 0, 30, 3, 5, 0, 8, 0, 30, 4, 9, 0, 13, 1, 30, 8, 5, 0, 13, 0, 30, 6, 3, 0, 9, -15, 3, 1, 599, 39]",702.7717173099518
"[2, 3, 20, 0, 30, 4, 4, 0, 8, 0, 30, 5, 3, 0, 8, 0, 30, 1, 7, 0, 8, 1, 30, 8, 0, 0, 8, 1, 30, 1, 4, 0, 5, 1, -15, 3, 1, 619]","[2, 2, 1, 0, 30, 4, 4, 0, 8, 0, 30, 5, 3, 0, 8, 0, 30, 1, 7, 0, 8, 1, 30, 8, 0, 0, 8, 0, 30, 1, 4, 0, 5, -15, 3, 1, 619, 39]",694.6824359893799
"[2, 3, 39, 0, 30, 3, 8, 0, 11, 0, 30, 6, 0, 0, 6, 0, 30, 4, 7, 0, 11, 0, 30, 1, 10, 0, 11, 11, 30, 5, 0, 0, 5, 1, -15, 3, 1, 1199]","[2, 2, 1, 0, 30, 3, 8, 0, 11, 0, 30, 6, 0, 0, 6, 0, 30, 4, 7, 0, 11, 0, 30, 1, 10, 0, 11, 11, 30, 5, 0, 0, 5, -15, 3, 1, 1199, 39]",704.7520115375519
"[2, 2, 7, 0, 30, 2, 7, 0, 9, 6, 30, 3, 1, 0, 4, 2, 30, 3, 6, 0, 9, 2, 30, 7, 2, 0, 9, 4, 30, 6, 0, 0, 6, 0, -27, 3, 0, 239]","[2, 2, 1, 0, 30, 2, 7, 0, 9, 6, 30, 3, 1, 0, 4, 2, 30, 3, 6, 0, 9, 2, 30, 7, 2, 0, 9, 4, 30, 6, 0, 0, 6, -27, 3, 0, 239, 39]",683.045565366745
"[2, 1, 17, 1, 30, 2, 2, 0, 4, 0, 30, 2, 0, 0, 2, 1, 30, 0, 4, 0, 4, 3, 30, 4, 0, 0, 4, 1, 30, 1, 0, 0, 1, 1, -15, 3, 1, 519]","[2, 2, 1, 1, 30, 2, 2, 0, 4, 0, 30, 2, 0, 0, 2, 1, 30, 0, 4, 0, 4, 3, 30, 4, 0, 0, 4, 1, 30, 1, 0, 0, 1, -15, 3, 1, 519, 39]",585.6445419788361
"[2, 1, 33, 4, 30, 3, 0, 0, 3, 3, 30, 2, 0, 0, 2, 0, 30, 0, 3, 0, 3, 4, 30, 3, 0, 0, 3, 0, 30, 1, 1, 0, 2, 1, -15, 3, 1, 999]","[2, 2, 1, 4, 30, 3, 0, 0, 3, 3, 30, 2, 0, 0, 2, 0, 30, 0, 3, 0, 3, 4, 30, 3, 0, 0, 3, 0, 30, 1, 1, 0, 2, -15, 3, 1, 999, 39]",684.2356147766113
"[2, 2, 20, 0, 30, 5, 3, 0, 8, 0, 30, 5, 3, 0, 8, 0, 30, 1, 7, 0, 8, 0, 30, 6, 2, 0, 8, 1, 30, 1, 4, 0, 5, 1, -15, 3, 1, 619]","[2, 2, 1, 0, 30, 5, 3, 0, 8, 0, 30, 5, 3, 0, 8, 0, 30, 1, 7, 0, 8, 0, 30, 6, 2, 0, 8, 0, 30, 1, 4, 0, 5, -15, 3, 1, 619, 39]",741.9392876625061
"[2, 3, 8, 2, 30, 7, 0, 0, 7, 5, 30, 2, 0, 0, 2, 0, 30, 2, 5, 0, 7, 3, 30, 7, 0, 0, 7, 4, 30, 3, 0, 0, 3, 0, -27, 3, 0, 259]","[2, 2, 1, 2, 30, 7, 0, 0, 7, 5, 30, 2, 0, 0, 2, 0, 30, 2, 5, 0, 7, 3, 30, 7, 0, 0, 7, 4, 30, 3, 0, 0, 3, -27, 3, 0, 259, 39]",645.0518465042114
"[2, 2, 40, 0, 30, 3, 6, 0, 9, 0, 30, 2, 0, 0, 2, 0, 30, 1, 8, 0, 9, 0, 30, 3, 6, 0, 9, 19, 30, 3, 0, 0, 3, 1, -15, 3, 1, 1219]","[2, 2, 1, 0, 30, 3, 6, 0, 9, 0, 30, 2, 0, 0, 2, 0, 30, 1, 8, 0, 9, 0, 30, 3, 6, 0, 9, 19, 30, 3, 0, 0, 3, -15, 3, 1, 1219, 39]",690.7159962654114
"[2, 3, 7, 0, 30, 2, 7, 0, 9, 4, 30, 4, 0, 0, 4, 0, 30, 3, 6, 0, 9, 3, 30, 9, 0, 0, 9, 4, 30, 6, 0, 0, 6, 0, -27, 3, 0, 239]","[2, 2, 1, 0, 30, 2, 7, 0, 9, 4, 30, 4, 0, 0, 4, 0, 30, 3, 6, 0, 9, 3, 30, 9, 0, 0, 9, 4, 30, 6, 0, 0, 6, -27, 3, 0, 239, 39]",718.8866693973541
"[2, 0, 12, 2, 30, 6, 1, 0, 7, 7, 30, 3, 3, 0, 6, 0, 30, 1, 6, 0, 7, 0, 30, 7, 0, 0, 7, 1, 30, 1, 2, 0, 3, 1, -15, 3, 1, 379]","[2, 2, 1, 4, 30, 9, 3, 0, 12, 0, 30, 4, 0, 0, 4, 0, 30, 1, 11, 0, 12, 3, 30, 10, 2, 0, 12, 1, 30, 3, 1, 0, 4, -15, 3, 1, 359, 39]",653.0857830047607
"[2, 2, 29, 0, 30, 5, 9, 0, 14, 8, 30, 8, 4, 0, 12, 0, 30, 2, 12, 0, 14, 2, 30, 8, 6, 0, 14, 0, 30, 4, 5, 0, 9, 1, -15, 3, 1, 899]","[2, 2, 1, 0, 30, 5, 9, 0, 14, 8, 30, 8, 4, 0, 12, 0, 30, 2, 12, 0, 14, 2, 30, 8, 6, 0, 14, 0, 30, 4, 5, 0, 9, -15, 3, 1, 899, 39]",585.6051530838013
"[2, 2, 23, 1, 30, 7, 6, 0, 13, 2, 30, 6, 0, 0, 6, 0, 30, 3, 10, 0, 13, 5, 30, 12, 1, 0, 13, 0, 30, 4, 2, 0, 6, 1, -15, 3, 1, 719]","[2, 2, 1, 1, 30, 7, 6, 0, 13, 2, 30, 6, 0, 0, 6, 0, 30, 3, 10, 0, 13, 5, 30, 12, 1, 0, 13, 0, 30, 4, 2, 0, 6, -15, 3, 1, 719, 39]",619.8969459533691
"[2, 4, 29, 1, 30, 2, 3, 0, 5, 0, 30, 3, 5, 0, 8, 0, 30, 1, 4, 0, 5, 3, 30, 1, 4, 0, 5, 0, 30, 2, 2, 0, 4, 1, -15, 3, 1, 879]","[2, 2, 1, 1, 30, 2, 3, 0, 5, 0, 30, 3, 5, 0, 8, 0, 30, 1, 4, 0, 5, 1, 30, 1, 4, 0, 5, 0, 30, 2, 2, 0, 4, -15, 3, 1, 879, 39]",638.5360338687897
"[2, 0, 9, 1, 30, 3, 1, 0, 4, 4, 30, 2, 0, 0, 2, 0, 30, 2, 2, 0, 4, 4, 30, 4, 0, 0, 4, 2, 30, 1, 0, 0, 1, 0, -27, 3, 0, 279]","[2, 2, 1, 1, 30, 7, 0, 0, 7, 0, 30, 2, 0, 0, 2, 0, 30, 1, 6, 0, 7, 5, 30, 7, 0, 0, 7, 5, 30, 3, 0, 0, 3, -27, 3, 0, 259, 39]",653.982843875885
"[2, 2, 33, 3, 30, 10, 1, 0, 11, 1, 30, 4, 0, 0, 4, 0, 30, 1, 10, 0, 11, 2, 30, 11, 0, 0, 11, 2, 30, 4, 0, 0, 4, 1, -15, 3, 1, 1019]","[2, 2, 1, 3, 30, 10, 1, 0, 11, 1, 30, 4, 0, 0, 4, 0, 30, 1, 10, 0, 11, 2, 30, 11, 0, 0, 11, 2, 30, 4, 0, 0, 4, -15, 3, 1, 1019, 39]",631.4961371421814
"[2, 1, 30, 3, 30, 5, 0, 0, 5, 2, 30, 2, 0, 0, 2, 1, 30, 1, 4, 0, 5, 8, 30, 1, 4, 0, 5, 0, 30, 2, 1, 0, 3, 1, -15, 3, 1, 919]","[2, 2, 1, 3, 30, 5, 0, 0, 5, 2, 30, 2, 0, 0, 2, 1, 30, 1, 4, 0, 5, 8, 30, 1, 4, 0, 5, 0, 30, 2, 1, 0, 3, -15, 3, 1, 919, 39]",634.2548274993896
"[2, 3, 27, 3, 30, 5, 0, 0, 5, 0, 30, 0, 0, 0, 0, 0, 30, 1, 4, 0, 5, 1, 30, 3, 2, 0, 5, 0, 30, 1, 3, 0, 4, 1, -15, 3, 1, 819]","[2, 2, 1, 3, 30, 5, 0, 0, 5, 0, 30, 0, 0, 0, 0, 0, 30, 1, 4, 0, 5, 1, 30, 3, 2, 0, 5, 0, 30, 1, 3, 0, 4, -15, 3, 1, 819, 39]",634.7187314033508
"[2, 3, 12, 2, 30, 7, 0, 0, 7, 4, 30, 2, 4, 0, 6, 0, 30, 2, 5, 0, 7, 0, 30, 6, 1, 0, 7, 2, 30, 3, 0, 0, 3, 1, -15, 3, 1, 379]","[2, 2, 1, 2, 30, 7, 0, 0, 7, 4, 30, 2, 4, 0, 6, 0, 30, 2, 5, 0, 7, 0, 30, 6, 1, 0, 7, 2, 30, 3, 0, 0, 3, -15, 3, 1, 379, 39]",667.2173023223877
