0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
2,3,39,0,30,0,4,0,4,0,30,2,0,0,2,0,30,1,3,0,4,0,30,1,3,0,4,13,30,1,0,0,1,1,-15,3,1,1179
2,2,40,0,30,3,6,0,9,4,30,2,0,0,2,0,30,1,8,0,9,0,30,4,5,0,9,19,30,3,0,0,3,1,-15,3,1,1219
2,2,35,1,30,3,1,0,4,9,30,0,0,0,0,0,30,0,4,0,4,2,30,4,0,0,4,0,30,3,0,0,3,1,-15,3,1,1059
2,3,35,1,30,3,1,0,4,7,30,0,0,0,0,0,30,0,4,0,4,2,30,4,0,0,4,0,30,3,0,0,3,1,-15,3,1,1059
2,4,35,1,30,3,1,0,4,5,30,0,0,0,0,0,30,0,4,0,4,2,30,4,0,0,4,0,30,3,0,0,3,1,-15,3,1,1059
2,2,36,0,30,4,5,0,9,12,30,2,0,0,2,0,30,3,6,0,9,1,30,3,6,0,9,8,30,3,0,0,3,1,-15,3,1,1099
2,0,37,2,30,6,5,0,11,12,30,8,0,0,8,0,30,1,10,0,11,0,30,5,6,0,11,8,30,6,0,0,6,1,-15,3,1,1139
2,3,37,2,30,6,5,0,11,10,30,8,0,0,8,0,30,1,10,0,11,0,30,5,6,0,11,8,30,6,0,0,6,1,-15,3,1,1139
2,2,39,0,30,0,4,0,4,12,30,2,0,0,2,0,30,1,3,0,4,0,30,1,3,0,4,7,30,1,0,0,1,1,-15,3,1,1179
2,2,39,0,30,2,9,0,11,9,30,6,0,0,6,0,30,4,7,0,11,0,30,2,9,0,11,11,30,5,0,0,5,1,-15,3,1,1199
2,0,37,1,30,1,3,0,4,12,30,0,0,0,0,0,30,1,3,0,4,0,30,2,2,0,4,6,30,1,0,0,1,1,-15,3,1,1119
2,3,37,8,30,6,5,0,11,0,30,4,4,0,8,0,30,1,10,0,11,0,30,3,8,0,11,7,30,6,0,0,6,1,-15,3,1,1139
2,0,38,2,30,10,0,0,10,6,30,4,2,0,6,0,30,1,9,0,10,0,30,0,10,0,10,10,30,6,0,0,6,1,-15,3,1,1159
2,1,38,2,30,10,0,0,10,4,30,4,2,0,6,0,30,1,9,0,10,0,30,0,10,0,10,10,30,6,0,0,6,1,-15,3,1,1159
2,1,39,0,30,0,4,0,4,4,30,2,0,0,2,0,30,1,3,0,4,0,30,1,3,0,4,11,30,1,0,0,1,1,-15,3,1,1179
2,2,39,0,30,0,4,0,4,2,30,2,0,0,2,0,30,1,3,0,4,0,30,1,3,0,4,11,30,1,0,0,1,1,-15,3,1,1179
2,3,40,4,30,4,5,0,9,0,30,2,0,0,2,0,30,1,8,0,9,0,30,3,6,0,9,12,30,3,0,0,3,1,-15,3,1,1219
2,3,35,0,30,4,0,0,4,10,30,0,0,0,0,0,30,0,4,0,4,0,30,4,0,0,4,0,30,1,2,0,3,1,-15,3,1,1059
2,3,36,0,30,7,2,0,9,12,30,2,0,0,2,0,30,3,6,0,9,3,30,2,7,0,9,5,30,3,0,0,3,1,-15,3,1,1099
2,0,38,0,30,6,4,0,10,9,30,6,0,0,6,0,30,1,9,0,10,0,30,0,10,0,10,7,30,6,0,0,6,1,-15,3,1,1159
2,3,38,0,30,6,4,0,10,5,30,6,0,0,6,0,30,1,9,0,10,0,30,0,10,0,10,7,30,6,0,0,6,1,-15,3,1,1159
2,0,39,0,30,2,2,0,4,9,30,2,0,0,2,0,30,1,3,0,4,0,30,1,3,0,4,9,30,1,0,0,1,1,-15,3,1,1179
2,2,39,0,30,2,2,0,4,7,30,2,0,0,2,0,30,1,3,0,4,0,30,1,3,0,4,9,30,1,0,0,1,1,-15,3,1,1179
2,3,40,0,30,3,6,0,9,6,30,2,0,0,2,0,30,1,8,0,9,0,30,4,5,0,9,15,30,3,0,0,3,1,-15,3,1,1219
2,3,35,2,30,4,0,0,4,6,30,0,0,0,0,0,30,0,4,0,4,3,30,4,0,0,4,0,30,2,1,0,3,1,-15,3,1,1059
2,2,36,0,30,5,4,0,9,13,30,2,0,0,2,0,30,5,4,0,9,3,30,4,5,0,9,0,30,2,1,0,3,1,-15,3,1,1099
2,2,37,2,30,1,3,0,4,12,30,0,0,0,0,0,30,1,3,0,4,0,30,2,2,0,4,0,30,1,0,0,1,1,-15,3,1,1119
2,3,37,2,30,1,3,0,4,10,30,0,0,0,0,0,30,1,3,0,4,0,30,2,2,0,4,0,30,1,0,0,1,1,-15,3,1,1119
2,0,37,3,30,7,4,0,11,3,30,7,1,0,8,0,30,5,6,0,11,0,30,4,7,0,11,10,30,5,1,0,6,1,-15,3,1,1139
2,0,38,0,30,7,3,0,10,5,30,4,2,0,6,0,30,1,9,0,10,0,30,0,10,0,10,11,30,6,0,0,6,1,-15,3,1,1159
2,0,40,0,30,3,6,0,9,4,30,2,0,0,2,0,30,1,8,0,9,0,30,3,6,0,9,19,30,3,0,0,3,1,-15,3,1,1219
2,2,40,0,30,3,6,0,9,0,30,2,0,0,2,0,30,1,8,0,9,0,30,3,6,0,9,19,30,3,0,0,3,1,-15,3,1,1219
2,2,35,3,30,4,0,0,4,8,30,0,0,0,0,0,30,3,1,0,4,0,30,1,3,0,4,0,30,2,1,0,3,1,-15,3,1,1059
2,4,35,3,30,4,0,0,4,4,30,0,0,0,0,0,30,3,1,0,4,0,30,1,3,0,4,0,30,2,1,0,3,1,-15,3,1,1059
2,3,38,0,30,3,7,0,10,0,30,4,2,0,6,0,30,1,9,0,10,2,30,2,8,0,10,14,30,6,0,0,6,1,-15,3,1,1159
2,0,39,0,30,4,7,0,11,11,30,6,0,0,6,0,30,4,7,0,11,0,30,2,9,0,11,12,30,5,0,0,5,1,-15,3,1,1199
2,1,40,0,30,3,6,0,9,2,30,2,0,0,2,0,30,1,8,0,9,0,30,3,6,0,9,12,30,3,0,0,3,1,-15,3,1,1219
2,0,35,1,30,4,0,0,4,11,30,0,0,0,0,0,30,0,4,0,4,1,30,4,0,0,4,0,30,1,2,0,3,1,-15,3,1,1059
2,2,35,1,30,4,0,0,4,9,30,0,0,0,0,0,30,0,4,0,4,1,30,4,0,0,4,0,30,1,2,0,3,1,-15,3,1,1059
2,1,38,0,30,5,5,0,10,4,30,4,2,0,6,0,30,1,9,0,10,0,30,0,10,0,10,13,30,6,0,0,6,1,-15,3,1,1159
2,0,39,0,30,0,4,0,4,7,30,2,0,0,2,0,30,1,3,0,4,0,30,1,3,0,4,17,30,1,0,0,1,1,-15,3,1,1179
2,1,39,0,30,1,10,0,11,3,30,6,0,0,6,0,30,4,7,0,11,0,30,2,9,0,11,19,30,5,0,0,5,1,-15,3,1,1199
2,0,35,1,30,4,0,0,4,9,30,0,0,0,0,0,30,0,4,0,4,1,30,4,0,0,4,0,30,2,1,0,3,1,-15,3,1,1059
2,0,37,1,30,1,3,0,4,14,30,0,0,0,0,0,30,1,3,0,4,0,30,2,2,0,4,11,30,1,0,0,1,1,-15,3,1,1119
2,2,37,1,30,1,3,0,4,12,30,0,0,0,0,0,30,1,3,0,4,0,30,2,2,0,4,11,30,1,0,0,1,1,-15,3,1,1119
2,2,38,0,30,5,5,0,10,0,30,4,2,0,6,0,30,1,9,0,10,0,30,0,10,0,10,9,30,6,0,0,6,1,-15,3,1,1159
2,3,39,0,30,0,4,0,4,1,30,2,0,0,2,0,30,1,3,0,4,5,30,4,0,0,4,8,30,1,0,0,1,1,-15,3,1,1179
2,3,40,0,30,5,4,0,9,0,30,2,0,0,2,0,30,1,8,0,9,0,30,7,2,0,9,9,30,3,0,0,3,1,-15,3,1,1219
2,2,41,1,30,2,0,0,2,3,30,0,0,0,0,0,30,2,0,0,2,1,30,1,1,0,2,10,30,0,0,0,0,1,-15,3,1,1239
2,0,35,1,30,4,0,0,4,11,30,0,0,0,0,0,30,0,4,0,4,2,30,4,0,0,4,0,30,1,2,0,3,1,-15,3,1,1059
2,0,36,0,30,2,7,0,9,15,30,2,0,0,2,0,30,3,6,0,9,1,30,2,7,0,9,7,30,2,1,0,3,1,-15,3,1,1099
2,0,38,0,30,6,4,0,10,16,30,6,0,0,6,0,30,1,9,0,10,0,30,0,10,0,10,0,30,6,0,0,6,1,-15,3,1,1159
2,0,39,0,30,0,4,0,4,19,30,2,0,0,2,0,30,1,3,0,4,0,30,1,3,0,4,2,30,0,1,0,1,1,-15,3,1,1179
2,2,39,0,30,0,11,0,11,13,30,6,0,0,6,0,30,4,7,0,11,0,30,2,9,0,11,11,30,4,1,0,5,1,-15,3,1,1199
2,3,39,0,30,0,11,0,11,11,30,6,0,0,6,0,30,4,7,0,11,0,30,2,9,0,11,11,30,4,1,0,5,1,-15,3,1,1199
2,3,36,7,30,6,3,0,9,7,30,0,2,0,2,0,30,2,7,0,9,0,30,0,9,0,9,10,30,3,0,0,3,1,-15,3,1,1099
2,3,37,2,30,10,1,0,11,3,30,8,0,0,8,0,30,1,10,0,11,0,30,3,8,0,11,14,30,6,0,0,6,1,-15,3,1,1139
2,0,38,0,30,3,7,0,10,6,30,5,1,0,6,0,30,1,9,0,10,0,30,0,10,0,10,16,30,6,0,0,6,1,-15,3,1,1159
2,2,38,0,30,3,7,0,10,2,30,5,1,0,6,0,30,1,9,0,10,0,30,0,10,0,10,16,30,6,0,0,6,1,-15,3,1,1159
2,3,38,0,30,3,7,0,10,0,30,5,1,0,6,0,30,1,9,0,10,0,30,0,10,0,10,16,30,6,0,0,6,1,-15,3,1,1159
2,0,39,0,30,0,4,0,4,6,30,2,0,0,2,0,30,1,3,0,4,0,30,1,3,0,4,18,30,1,0,0,1,1,-15,3,1,1179
2,0,39,0,30,0,11,0,11,5,30,6,0,0,6,0,30,4,7,0,11,4,30,2,9,0,11,20,30,5,0,0,5,1,-15,3,1,1199
2,1,39,0,30,0,11,0,11,3,30,6,0,0,6,0,30,4,7,0,11,4,30,2,9,0,11,20,30,5,0,0,5,1,-15,3,1,1199
2,3,40,0,30,1,8,0,9,1,30,2,0,0,2,0,30,1,8,0,9,0,30,7,2,0,9,20,30,3,0,0,3,1,-15,3,1,1219
2,2,36,0,30,7,2,0,9,19,30,2,0,0,2,0,30,3,6,0,9,1,30,2,7,0,9,3,30,2,1,0,3,1,-15,3,1,1099
2,4,36,0,30,7,2,0,9,15,30,2,0,0,2,0,30,3,6,0,9,1,30,2,7,0,9,3,30,2,1,0,3,1,-15,3,1,1099
2,0,38,0,30,10,0,0,10,6,30,4,2,0,6,5,30,2,8,0,10,2,30,2,8,0,10,2,30,6,0,0,6,1,-15,3,1,1159
2,3,38,0,30,10,0,0,10,1,30,4,2,0,6,5,30,2,8,0,10,2,30,2,8,0,10,2,30,6,0,0,6,1,-15,3,1,1159
2,2,39,0,30,0,4,0,4,6,30,2,0,0,2,0,30,2,2,0,4,0,30,1,3,0,4,0,30,1,0,0,1,1,-15,3,1,1179
2,3,39,0,30,0,4,0,4,4,30,2,0,0,2,0,30,2,2,0,4,0,30,1,3,0,4,0,30,1,0,0,1,1,-15,3,1,1179
2,2,39,0,30,2,9,0,11,6,30,6,0,0,6,0,30,5,6,0,11,0,30,2,9,0,11,5,30,5,0,0,5,1,-15,3,1,1199
2,4,39,0,30,2,9,0,11,2,30,6,0,0,6,0,30,5,6,0,11,0,30,2,9,0,11,5,30,5,0,0,5,1,-15,3,1,1199
2,0,36,0,30,4,5,0,9,12,30,2,0,0,2,0,30,3,6,0,9,3,30,2,7,0,9,9,30,3,0,0,3,1,-15,3,1,1099
2,3,36,0,30,4,5,0,9,8,30,2,0,0,2,0,30,3,6,0,9,3,30,2,7,0,9,9,30,3,0,0,3,1,-15,3,1,1099
2,0,38,0,30,6,4,0,10,5,30,4,2,0,6,0,30,1,9,0,10,0,30,3,7,0,10,13,30,6,0,0,6,1,-15,3,1,1159
2,1,38,0,30,6,4,0,10,3,30,4,2,0,6,0,30,1,9,0,10,0,30,3,7,0,10,13,30,6,0,0,6,1,-15,3,1,1159
2,2,38,0,30,6,4,0,10,1,30,4,2,0,6,0,30,1,9,0,10,0,30,3,7,0,10,13,30,6,0,0,6,1,-15,3,1,1159
2,3,38,0,30,6,4,0,10,0,30,4,2,0,6,0,30,1,9,0,10,0,30,3,7,0,10,13,30,6,0,0,6,1,-15,3,1,1159
2,2,40,0,30,5,4,0,9,7,30,2,0,0,2,0,30,1,8,0,9,0,30,3,6,0,9,14,30,3,0,0,3,1,-15,3,1,1219
2,0,37,2,30,7,4,0,11,8,30,8,0,0,8,0,30,1,10,0,11,0,30,7,4,0,11,8,30,6,0,0,6,1,-15,3,1,1139
2,2,39,0,30,1,3,0,4,1,30,2,0,0,2,0,30,1,3,0,4,0,30,1,3,0,4,5,30,1,0,0,1,1,-15,3,1,1179
2,4,39,0,30,1,3,0,4,0,30,2,0,0,2,0,30,1,3,0,4,0,30,1,3,0,4,5,30,1,0,0,1,1,-15,3,1,1179
2,0,40,0,30,4,5,0,9,11,30,2,0,0,2,0,30,1,8,0,9,0,30,4,5,0,9,9,30,3,0,0,3,1,-15,3,1,1219
2,3,40,0,30,4,5,0,9,9,30,2,0,0,2,0,30,1,8,0,9,0,30,4,5,0,9,9,30,3,0,0,3,1,-15,3,1,1219
2,2,36,0,30,6,3,0,9,10,30,2,0,0,2,0,30,3,6,0,9,3,30,6,3,0,9,2,30,2,1,0,3,1,-15,3,1,1099
2,0,37,2,30,1,3,0,4,10,30,0,0,0,0,0,30,1,3,0,4,4,30,4,0,0,4,0,30,1,0,0,1,1,-15,3,1,1119
2,3,37,2,30,1,3,0,4,8,30,0,0,0,0,0,30,1,3,0,4,4,30,4,0,0,4,0,30,1,0,0,1,1,-15,3,1,1119
2,4,37,2,30,1,3,0,4,6,30,0,0,0,0,0,30,1,3,0,4,4,30,4,0,0,4,0,30,1,0,0,1,1,-15,3,1,1119
2,2,39,0,30,4,0,0,4,6,30,2,0,0,2,0,30,1,3,0,4,0,30,2,2,0,4,5,30,1,0,0,1,1,-15,3,1,1179
2,2,39,0,30,8,3,0,11,10,30,6,0,0,6,0,30,4,7,0,11,0,30,3,8,0,11,1,30,5,0,0,5,1,-15,3,1,1199
2,2,41,0,30,2,0,0,2,8,30,0,0,0,0,0,30,2,0,0,2,1,30,1,1,0,2,12,30,0,0,0,0,1,-15,3,1,1239
2,3,41,0,30,2,0,0,2,6,30,0,0,0,0,0,30,2,0,0,2,1,30,1,1,0,2,12,30,0,0,0,0,1,-15,3,1,1239
2,4,35,0,30,3,1,0,4,5,30,0,0,0,0,0,30,0,4,0,4,2,30,4,0,0,4,0,30,2,1,0,3,1,-15,3,1,1059
2,1,37,2,30,7,4,0,11,3,30,8,0,0,8,0,30,3,8,0,11,0,30,4,7,0,11,10,30,6,0,0,6,1,-15,3,1,1139
2,3,37,2,30,7,4,0,11,0,30,8,0,0,8,0,30,3,8,0,11,0,30,4,7,0,11,10,30,6,0,0,6,1,-15,3,1,1139
2,0,39,0,30,0,4,0,4,6,30,2,0,0,2,0,30,1,3,0,4,0,30,1,3,0,4,17,30,1,0,0,1,1,-15,3,1,1179
2,3,33,3,30,3,0,0,3,6,30,2,0,0,2,0,30,0,3,0,3,1,30,2,1,0,3,1,30,2,0,0,2,1,-15,3,1,999
2,4,36,0,30,2,7,0,9,16,30,2,0,0,2,0,30,2,7,0,9,2,30,3,6,0,9,3,30,3,0,0,3,1,-15,3,1,1099
2,0,37,2,30,2,2,0,4,19,30,0,0,0,0,0,30,1,3,0,4,0,30,1,3,0,4,4,30,1,0,0,1,1,-15,3,1,1119
2,4,37,2,30,2,2,0,4,13,30,0,0,0,0,0,30,1,3,0,4,0,30,1,3,0,4,4,30,1,0,0,1,1,-15,3,1,1119
2,3,37,1,30,7,4,0,11,8,30,8,0,0,8,0,30,1,10,0,11,0,30,3,8,0,11,6,30,6,0,0,6,1,-15,3,1,1139
2,0,39,0,30,0,4,0,4,10,30,2,0,0,2,0,30,1,3,0,4,0,30,1,3,0,4,17,30,1,0,0,1,1,-15,3,1,1179
2,2,40,0,30,2,7,0,9,0,30,2,0,0,2,0,30,1,8,0,9,0,30,4,5,0,9,21,30,3,0,0,3,1,-15,3,1,1219
2,0,35,3,30,4,0,0,4,10,30,0,0,0,0,0,30,0,4,0,4,0,30,4,0,0,4,0,30,1,2,0,3,1,-15,3,1,1059
2,0,36,0,30,3,6,0,9,17,30,2,0,0,2,0,30,3,6,0,9,3,30,2,7,0,9,9,30,3,0,0,3,1,-15,3,1,1099
2,0,37,2,30,8,3,0,11,8,30,8,0,0,8,0,30,1,10,0,11,0,30,3,8,0,11,12,30,6,0,0,6,1,-15,3,1,1139
2,2,39,0,30,0,11,0,11,2,30,5,1,0,6,0,30,4,7,0,11,0,30,2,9,0,11,21,30,5,0,0,5,1,-15,3,1,1199
2,0,40,0,30,2,7,0,9,4,30,2,0,0,2,0,30,1,8,0,9,0,30,4,5,0,9,24,30,3,0,0,3,1,-15,3,1,1219
2,2,40,0,30,2,7,0,9,2,30,2,0,0,2,0,30,1,8,0,9,0,30,4,5,0,9,24,30,3,0,0,3,1,-15,3,1,1219
2,3,40,0,30,2,7,0,9,0,30,2,0,0,2,0,30,1,8,0,9,0,30,4,5,0,9,24,30,3,0,0,3,1,-15,3,1,1219
1,4,40,0,30,2,7,0,9,0,30,2,0,0,2,0,30,1,8,0,9,0,30,4,5,0,9,24,30,3,0,0,3,1,-15,3,1,1219
2,0,36,0,30,8,1,0,9,14,30,2,0,0,2,0,30,3,6,0,9,2,30,4,5,0,9,2,30,3,0,0,3,1,-15,3,1,1099
2,3,37,2,30,1,3,0,4,14,30,0,0,0,0,2,30,1,3,0,4,0,30,3,1,0,4,2,30,0,1,0,1,1,-15,3,1,1119
2,4,37,1,30,1,3,0,4,5,30,0,0,0,0,0,30,1,3,0,4,0,30,2,2,0,4,6,30,1,0,0,1,1,-15,3,1,1119
2,2,38,0,30,7,3,0,10,2,30,4,2,0,6,0,30,1,9,0,10,1,30,0,10,0,10,14,30,6,0,0,6,1,-15,3,1,1159
2,2,39,0,30,1,10,0,11,2,30,6,0,0,6,0,30,4,7,0,11,0,30,2,9,0,11,19,30,5,0,0,5,1,-15,3,1,1199
2,1,40,0,30,3,6,0,9,2,30,2,0,0,2,0,30,0,9,0,9,0,30,3,6,0,9,23,30,3,0,0,3,1,-15,3,1,1219
2,3,40,0,30,3,6,0,9,0,30,2,0,0,2,0,30,0,9,0,9,0,30,3,6,0,9,23,30,3,0,0,3,1,-15,3,1,1219
2,2,36,0,30,5,4,0,9,8,30,0,2,0,2,0,30,2,7,0,9,2,30,2,7,0,9,8,30,3,0,0,3,1,-15,3,1,1099
2,0,37,2,30,6,5,0,11,4,30,2,6,0,8,0,30,1,10,0,11,0,30,2,9,0,11,16,30,6,0,0,6,1,-15,3,1,1139
2,2,37,2,30,6,5,0,11,0,30,2,6,0,8,0,30,1,10,0,11,0,30,2,9,0,11,16,30,6,0,0,6,1,-15,3,1,1139
2,3,38,0,30,6,4,0,10,1,30,4,2,0,6,0,30,1,9,0,10,1,30,8,2,0,10,9,30,6,0,0,6,1,-15,3,1,1159
2,2,39,0,30,0,4,0,4,3,30,2,0,0,2,0,30,1,3,0,4,8,30,3,1,0,4,9,30,1,0,0,1,1,-15,3,1,1179
2,1,39,0,30,1,10,0,11,4,30,6,0,0,6,0,30,3,8,0,11,2,30,10,1,0,11,8,30,5,0,0,5,1,-15,3,1,1199
2,2,45,0,30,2,11,0,13,26,30,10,0,2,10,0,30,2,11,0,13,0,30,4,9,0,13,2,30,2,3,0,5,1,-15,3,1,1379
2,4,36,0,30,6,3,0,9,11,30,2,0,0,2,0,30,3,6,0,9,3,30,3,6,0,9,0,30,3,0,0,3,1,-15,3,1,1099
2,4,37,2,30,1,3,0,4,9,30,0,0,0,0,0,30,1,3,0,4,0,30,2,2,0,4,4,30,1,0,0,1,1,-15,3,1,1119
2,2,37,2,30,7,4,0,11,8,30,8,0,0,8,0,30,1,10,0,11,0,30,4,7,0,11,11,30,6,0,0,6,1,-15,3,1,1139
2,0,39,0,30,0,4,0,4,9,30,2,0,0,2,0,30,1,3,0,4,0,30,1,3,0,4,12,30,1,0,0,1,1,-15,3,1,1179
2,2,39,0,30,1,10,0,11,7,30,6,0,0,6,0,30,4,7,0,11,0,30,2,9,0,11,14,30,5,0,0,5,1,-15,3,1,1199
2,0,36,0,30,4,5,0,9,16,30,2,0,0,2,0,30,3,6,0,9,3,30,3,6,0,9,6,30,2,1,0,3,1,-15,3,1,1099
2,4,36,0,30,4,5,0,9,12,30,2,0,0,2,0,30,3,6,0,9,0,30,3,6,0,9,6,30,2,1,0,3,1,-15,3,1,1099
2,2,37,1,30,1,3,0,4,14,30,0,0,0,0,0,30,1,3,0,4,0,30,1,3,0,4,10,30,1,0,0,1,1,-15,3,1,1119
2,0,39,0,30,0,4,0,4,5,30,2,0,0,2,0,30,1,3,0,4,0,30,1,3,0,4,16,30,1,0,0,1,1,-15,3,1,1179
2,1,39,0,30,0,4,0,4,3,30,2,0,0,2,0,30,1,3,0,4,0,30,1,3,0,4,16,30,1,0,0,1,1,-15,3,1,1179
2,0,36,0,30,8,1,0,9,16,30,2,0,0,2,0,30,3,6,0,9,1,30,0,9,0,9,6,30,3,0,0,3,1,-15,3,1,1099
2,3,37,2,30,1,3,0,4,12,30,0,0,0,0,0,30,1,3,0,4,0,30,3,1,0,4,8,30,1,0,0,1,1,-15,3,1,1119
2,0,37,2,30,6,5,0,11,7,30,8,0,0,8,0,30,1,10,0,11,0,30,5,6,0,11,9,30,6,0,0,6,1,-15,3,1,1139
2,3,38,0,30,4,6,0,10,0,30,5,1,0,6,0,30,1,9,0,10,0,30,0,10,0,10,14,30,6,0,0,6,1,-15,3,1,1159
2,0,39,0,30,0,4,0,4,5,30,2,0,0,2,0,30,1,3,0,4,0,30,1,3,0,4,18,30,1,0,0,1,1,-15,3,1,1179
2,1,39,0,30,0,4,0,4,3,30,2,0,0,2,0,30,1,3,0,4,0,30,1,3,0,4,18,30,1,0,0,1,1,-15,3,1,1179
2,1,39,0,30,1,10,0,11,4,30,5,1,0,6,0,30,4,7,0,11,0,30,2,9,0,11,22,30,5,0,0,5,1,-15,3,1,1199
2,3,40,0,30,2,7,0,9,0,30,2,0,0,2,0,30,1,8,0,9,0,30,3,6,0,9,21,30,3,0,0,3,1,-15,3,1,1219
2,0,36,2,30,9,0,0,9,12,30,2,0,0,2,0,30,2,7,0,9,1,30,5,4,0,9,0,30,2,1,0,3,1,-15,3,1,1099
2,0,37,2,30,9,2,0,11,4,30,7,1,0,8,0,30,2,9,0,11,0,30,3,8,0,11,10,30,5,1,0,6,1,-15,3,1,1139
2,0,40,0,30,2,7,0,9,8,30,2,0,0,2,0,30,1,8,0,9,0,30,3,6,0,9,17,30,3,0,0,3,1,-15,3,1,1219
2,3,40,0,30,2,7,0,9,4,30,2,0,0,2,0,30,1,8,0,9,0,30,3,6,0,9,17,30,3,0,0,3,1,-15,3,1,1219
2,0,33,3,30,3,0,0,3,6,30,2,0,0,2,0,30,0,3,0,3,2,30,1,2,0,3,1,30,2,0,0,2,1,-15,3,1,999
2,2,35,1,30,3,1,0,4,9,30,0,0,0,0,0,30,0,4,0,4,3,30,4,0,0,4,0,30,1,2,0,3,1,-15,3,1,1059
2,2,38,0,30,6,4,0,10,2,30,4,2,0,6,0,30,3,7,0,10,1,30,1,9,0,10,4,30,6,0,0,6,1,-15,3,1,1159
2,0,39,0,30,2,2,0,4,6,30,2,0,0,2,0,30,1,3,0,4,2,30,1,3,0,4,6,30,1,0,0,1,1,-15,3,1,1179
2,3,39,0,30,2,2,0,4,2,30,2,0,0,2,0,30,1,3,0,4,2,30,1,3,0,4,6,30,1,0,0,1,1,-15,3,1,1179
