,Fact_id,gen_time,Fact,Explanation
0,3,270.7499701976776,"[2.0, 0.0, 1.0, 1.0, 30.0, 6.0, 3.0, 0.0, 9.0, 10.0, 30.0, 2.0, 0.0, 0.0, 2.0, 0.0, 30.0, 3.0, 6.0, 0.0, 9.0, 0.0, 30.0, 3.0, 6.0, 0.0, 9.0, 8.0, 30.0, 2.0, 0.0, 0.0, 2.0, 0.0, 22.0, 0.0, 0.0, 59.0]","[2, 0, 18, 0, 30, 8, 1, 0, 2, 10, 30, 4, 0, 0, 4, 4, 30, 4, 10, 0, 2, 1, 30, 10, 2, 0, 14, 2, 30, 8, 3, 3, 2, 0, 22, 0, 0, 939]"
